type,time,latitude,longitude,altitude (m),speed (km/h),slope (%),distance (km),distance_interval (m),eos,name,desc
T,2022-01-21 08:41:46,48.284159300,8.844359097,521.1,60.3,2.0,3.763,16.76,,,
T,2022-01-21 08:41:47,48.284129013,8.844139229,521.4,60.0,1.8,3.779,16.66,,,
T,2022-01-21 08:41:48,48.284098015,8.843918641,521.7,60.2,1.8,3.796,16.73,,,
T,2022-01-21 08:41:49,48.284076934,8.843694957,522.2,60.4,2.5,3.813,16.77,,,
T,2022-01-21 08:41:50,48.284059049,8.843470414,522.6,60.4,2.4,3.830,16.78,,,
T,2022-01-21 08:41:51,48.284051765,8.843251514,522.9,58.6,2.2,3.846,16.27,,,
T,2022-01-21 08:41:52,48.284039843,8.843039412,523.3,56.9,2.3,3.862,15.80,,,
T,2022-01-21 08:41:53,48.284031119,8.842829553,523.7,56.2,2.6,3.877,15.60,,,
T,2022-01-21 08:41:54,48.284029796,8.842626916,524.1,54.1,2.9,3.892,15.04,,,
T,2022-01-21 08:41:55,48.284019647,8.842416874,524.5,56.3,2.6,3.908,15.63,,,
T,2022-01-21 08:41:56,48.284002117,8.842238433,524.9,48.2,3.0,3.921,13.39,,,
T,2022-01-21 08:41:57,48.284012221,8.842059192,525.3,48.1,3.0,3.935,13.35,,,
T,2022-01-21 08:41:58,48.284001907,8.841901720,525.8,42.3,3.8,3.947,11.74,,,
T,2022-01-21 08:41:59,48.284004851,8.841757645,526.2,38.5,4.3,3.957,10.70,,,
T,2022-01-21 08:42:00,48.284010839,8.841629999,526.7,34.2,4.9,3.967,9.50,,,
T,2022-01-21 08:42:01,48.284002864,8.841526523,527.2,27.8,6.2,3.974,7.73,,,
T,2022-01-21 08:42:02,48.284005153,8.841446785,527.7,21.3,8.4,3.980,5.92,,,
T,2022-01-21 08:42:03,48.283991981,8.841397381,528.2,14.2,13.0,3.984,3.95,,,
T,2022-01-21 08:42:04,48.284001253,8.841369031,528.7,8.4,20.9,3.987,2.34,,,
T,2022-01-21 08:42:07,48.283980644,8.841345619,529.9,3.5,42.0,3.990,2.88,,,
T,2022-01-21 08:42:08,48.283962282,8.841305962,530.2,12.9,8.6,3.993,3.58,,,
T,2022-01-21 08:42:11,48.283974664,8.841249840,530.9,5.3,15.8,3.998,4.39,,,
T,2022-01-21 08:42:12,48.283988324,8.841225922,531.1,8.4,8.3,4.000,2.34,,,
T,2022-01-21 08:42:13,48.283964292,8.841185291,531.3,14.5,4.6,4.004,4.03,,,
T,2022-01-21 08:42:14,48.283955114,8.841148618,531.4,10.5,5.1,4.007,2.91,,,
T,2022-01-21 08:42:15,48.283955883,8.841053452,531.5,25.4,1.8,4.014,7.06,,,
T,2022-01-21 08:42:16,48.283915646,8.841012740,531.7,19.4,2.2,4.019,5.40,,,
T,2022-01-21 08:42:17,48.283871780,8.841063747,531.7,22.2,1.2,4.025,6.17,,,
T,2022-01-21 08:42:18,48.283808415,8.841038836,531.8,26.2,0.5,4.033,7.28,,,
T,2022-01-21 08:42:19,48.283745615,8.841063793,531.8,26.0,0.4,4.040,7.22,,,
T,2022-01-21 08:42:20,48.283676493,8.841075736,531.8,27.9,0.4,4.048,7.74,,,
T,2022-01-21 08:42:21,48.283613763,8.841078977,531.9,25.1,0.4,4.055,6.98,,,
T,2022-01-21 08:42:22,48.283537387,8.841077161,531.9,30.6,0.3,4.063,8.49,,,
T,2022-01-21 08:42:23,48.283470800,8.841074741,531.9,26.7,0.3,4.071,7.41,,,
T,2022-01-21 08:42:24,48.283401633,8.841070604,531.9,27.7,0.2,4.078,7.70,,,
T,2022-01-21 08:42:25,48.283337617,8.841079689,531.9,25.7,0.2,4.085,7.15,,,
T,2022-01-21 08:42:26,48.283287078,8.841080570,531.9,20.2,0.3,4.091,5.62,,,
T,2022-01-21 08:42:27,48.283241262,8.841023924,532.0,23.8,0.2,4.098,6.61,,,
T,2022-01-21 08:42:28,48.283179307,8.841054503,532.0,26.1,0.4,4.105,7.25,,,
T,2022-01-21 08:42:29,48.283135130,8.841044314,532.0,17.9,0.6,4.110,4.97,,,
T,2022-01-21 08:42:30,48.283100522,8.841039791,532.0,13.9,0.6,4.114,3.86,,,
T,2022-01-21 08:42:31,48.283079272,8.841056631,532.1,9.6,1.0,4.116,2.67,,,
T,2022-01-21 08:42:32,48.283058006,8.841034236,532.1,10.4,1.3,4.119,2.89,,,
T,2022-01-21 08:42:33,48.283035141,8.841086562,532.1,16.7,0.5,4.124,4.64,,,
T,2022-01-21 08:42:34,48.283003150,8.841103424,532.2,13.6,0.7,4.128,3.77,,,
T,2022-01-21 08:42:35,48.282951523,8.841139928,532.2,22.9,0.5,4.134,6.35,,,
T,2022-01-21 08:42:36,48.282892644,8.841190762,532.3,27.2,0.8,4.142,7.56,,,
T,2022-01-21 08:42:37,48.282832287,8.841240147,532.3,27.5,0.9,4.149,7.65,,,
T,2022-01-21 08:42:38,48.282767576,8.841281753,532.4,28.2,0.8,4.157,7.83,,,
T,2022-01-21 08:42:39,48.282711521,8.841322443,532.4,24.9,0.8,4.164,6.93,,,
T,2022-01-21 08:42:40,48.282654084,8.841374897,532.5,26.9,0.7,4.171,7.48,,,
T,2022-01-21 08:42:41,48.282611543,8.841437407,532.6,23.9,0.9,4.178,6.63,,,
T,2022-01-21 08:42:42,48.282542051,8.841498213,532.6,32.2,0.6,4.187,8.95,,,
T,2022-01-21 08:42:43,48.282490988,8.841569257,532.6,27.9,0.3,4.195,7.75,,,
T,2022-01-21 08:42:44,48.282423345,8.841606794,532.6,28.9,0.2,4.203,8.02,,,
T,2022-01-21 08:42:45,48.282380957,8.841645566,532.6,19.9,-0.9,4.208,5.52,,,
T,2022-01-21 08:42:46,48.282353777,8.841752459,532.5,30.6,-0.7,4.217,8.49,,,
T,2022-01-21 08:42:47,48.282333570,8.841811549,532.5,17.7,-1.0,4.222,4.93,,,
T,2022-01-21 08:42:48,48.282306971,8.841838503,532.4,12.9,-1.3,4.225,3.57,,,
T,2022-01-21 08:42:49,48.282286520,8.841866067,532.4,11.0,-1.3,4.228,3.06,,,
T,2022-01-21 08:42:50,48.282257537,8.841892078,532.4,13.5,-1.0,4.232,3.76,,,
T,2022-01-21 08:42:51,48.282251347,8.841924518,532.3,9.0,-1.3,4.235,2.50,,,
T,2022-01-21 08:42:53,48.282235934,8.841939749,532.3,3.7,-2.7,4.237,2.05,,,
T,2022-01-21 08:42:54,48.282244048,8.841965375,532.3,7.6,-1.1,4.239,2.11,,,
T,2022-01-21 08:42:58,48.282245599,8.841930665,532.2,2.3,-2.7,4.241,2.58,,,
T,2022-01-21 08:43:00,48.282262971,8.841900026,532.2,5.4,-0.8,4.244,2.98,,,
T,2022-01-21 08:43:24,48.282258782,8.841907462,532.1,0.1,-4.9,4.245,0.72,,,
T,2022-01-21 08:43:31,48.282232811,8.841953220,532.1,2.3,-1.3,4.250,4.46,,,
T,2022-01-21 08:43:32,48.282212054,8.841989830,532.1,12.8,-0.0,4.253,3.57,,,
T,2022-01-21 08:43:33,48.282173990,8.842056963,532.1,23.5,-0.0,4.260,6.54,,,
T,2022-01-21 08:43:34,48.282140208,8.842116545,532.1,20.9,-0.2,4.265,5.80,,,
T,2022-01-21 08:43:35,48.282112264,8.842165831,532.0,17.3,-0.3,4.270,4.80,,,
T,2022-01-21 08:43:36,48.282078677,8.842227391,532.0,21.2,-0.1,4.276,5.90,,,
T,2022-01-21 08:43:37,48.282048330,8.842288253,532.0,20.3,0.0,4.282,5.64,,,
T,2022-01-21 08:43:38,48.282022457,8.842340144,532.0,17.3,0.1,4.287,4.81,,,
T,2022-01-21 08:43:39,48.281974802,8.842435720,532.0,31.9,0.0,4.295,8.85,,,
T,2022-01-21 08:43:40,48.281930949,8.842523668,532.0,29.3,0.0,4.304,8.15,,,
T,2022-01-21 08:43:41,48.281879473,8.842626907,532.0,34.4,0.0,4.313,9.56,,,
T,2022-01-21 08:43:42,48.281828879,8.842728376,532.0,33.8,0.0,4.323,9.40,,,
T,2022-01-21 08:43:43,48.281785670,8.842831875,532.0,32.6,0.0,4.332,9.06,,,
T,2022-01-21 08:43:44,48.281742919,8.842927526,532.1,30.8,0.0,4.340,8.54,,,
T,2022-01-21 08:43:45,48.281713097,8.842994248,532.1,21.5,0.0,4.346,5.96,,,
T,2022-01-21 08:43:46,48.281668375,8.843094457,532.1,32.2,0.0,4.355,8.95,,,
T,2022-01-21 08:43:47,48.281621115,8.843200124,532.0,34.0,-0.1,4.365,9.44,,,
T,2022-01-21 08:43:48,48.281579161,8.843293485,532.0,30.1,0.1,4.373,8.35,,,
T,2022-01-21 08:43:49,48.281551001,8.843396630,532.1,29.8,0.5,4.381,8.27,,,
T,2022-01-21 08:43:50,48.281503663,8.843461924,532.2,25.8,1.2,4.388,7.15,,,
T,2022-01-21 08:43:51,48.281477234,8.843538344,532.3,23.0,1.5,4.395,6.39,,,
T,2022-01-21 08:43:52,48.281444836,8.843634952,532.4,28.9,1.5,4.403,8.02,,,
T,2022-01-21 08:43:53,48.281394224,8.843707739,532.5,28.1,1.5,4.411,7.80,,,
T,2022-01-21 08:43:54,48.281356398,8.843792307,532.6,27.2,0.8,4.418,7.56,,,
T,2022-01-21 08:43:55,48.281316859,8.843880706,532.6,28.4,0.0,4.426,7.90,,,
T,2022-01-21 08:43:56,48.281273337,8.843973119,532.5,30.2,-0.6,4.434,8.39,,,
T,2022-01-21 08:43:57,48.281228714,8.844065011,532.5,30.4,-0.6,4.443,8.43,,,
T,2022-01-21 08:43:58,48.281185240,8.844154535,532.4,29.6,-0.6,4.451,8.22,,,
T,2022-01-21 08:43:59,48.281143178,8.844236730,532.4,27.7,-0.5,4.459,7.69,,,
T,2022-01-21 08:44:00,48.281102409,8.844314251,532.4,26.4,-0.6,4.466,7.32,,,
T,2022-01-21 08:44:01,48.281071132,8.844408241,532.3,28.1,-0.4,4.474,7.79,,,
T,2022-01-21 08:44:02,48.281022020,8.844481030,532.3,27.7,-0.4,4.481,7.68,,,
T,2022-01-21 08:44:03,48.280972454,8.844552822,532.2,27.6,-0.5,4.489,7.67,,,
T,2022-01-21 08:44:04,48.280921666,8.844625027,532.2,28.0,-0.8,4.497,7.79,,,
T,2022-01-21 08:44:05,48.280875649,8.844705477,532.1,28.3,-0.7,4.505,7.86,,,
T,2022-01-21 08:44:06,48.280836127,8.844788721,532.1,27.3,-0.5,4.512,7.58,,,
T,2022-01-21 08:44:07,48.280783710,8.844848083,532.1,26.3,-0.1,4.520,7.31,,,
T,2022-01-21 08:44:08,48.280736572,8.844907550,532.1,24.7,-0.0,4.527,6.85,,,
T,2022-01-21 08:44:09,48.280690171,8.844970080,532.1,25.0,-0.0,4.533,6.94,,,
T,2022-01-21 08:44:10,48.280646629,8.845028756,532.1,23.4,-0.1,4.540,6.51,,,
T,2022-01-21 08:44:11,48.280603394,8.845087020,532.0,23.3,-0.4,4.546,6.47,,,
T,2022-01-21 08:44:12,48.280559381,8.845146331,532.0,23.7,-0.4,4.553,6.58,,,
T,2022-01-21 08:44:13,48.280513638,8.845207973,532.0,24.6,-0.2,4.560,6.84,,,
T,2022-01-21 08:44:14,48.280463503,8.845266650,532.0,25.5,0.1,4.567,7.07,,,
T,2022-01-21 08:44:15,48.280409639,8.845333804,532.0,28.1,-0.2,4.575,7.79,,,
T,2022-01-21 08:44:16,48.280350949,8.845406960,531.9,30.6,-0.5,4.583,8.49,,,
T,2022-01-21 08:44:17,48.280293826,8.845478164,531.9,29.7,-0.5,4.592,8.26,,,
T,2022-01-21 08:44:18,48.280241220,8.845543736,531.9,27.4,-0.3,4.599,7.61,,,
T,2022-01-21 08:44:19,48.280190271,8.845607244,531.9,26.5,-0.2,4.606,7.37,,,
T,2022-01-21 08:44:20,48.280138766,8.845671444,531.8,26.8,-0.6,4.614,7.45,,,
T,2022-01-21 08:44:21,48.280088131,8.845734560,531.8,26.4,-0.7,4.621,7.32,,,
T,2022-01-21 08:44:22,48.280038976,8.845795831,531.7,25.6,-0.7,4.628,7.11,,,
T,2022-01-21 08:44:23,48.279991142,8.845855828,531.7,25.0,-0.3,4.635,6.94,,,
T,2022-01-21 08:44:24,48.279941776,8.845917932,531.7,25.8,0.2,4.642,7.17,,,
T,2022-01-21 08:44:25,48.279888793,8.845976847,531.7,26.4,0.5,4.650,7.34,,,
T,2022-01-21 08:44:26,48.279834175,8.846038805,531.8,27.4,0.4,4.657,7.62,,,
T,2022-01-21 08:44:27,48.279779023,8.846102229,531.8,27.8,0.4,4.665,7.73,,,
T,2022-01-21 08:44:28,48.279723970,8.846165665,531.8,27.8,0.2,4.673,7.72,,,
T,2022-01-21 08:44:29,48.279670258,8.846227760,531.8,27.2,0.2,4.680,7.54,,,
T,2022-01-21 08:44:30,48.279619565,8.846286366,531.9,25.6,0.4,4.688,7.12,,,
T,2022-01-21 08:44:31,48.279573276,8.846339880,531.9,23.4,0.4,4.694,6.50,,,
T,2022-01-21 08:44:32,48.279531157,8.846388573,531.9,21.3,0.3,4.700,5.92,,,
T,2022-01-21 08:44:33,48.279491341,8.846434603,531.9,20.1,0.3,4.706,5.59,,,
T,2022-01-21 08:44:34,48.279456554,8.846474819,531.9,17.6,0.3,4.710,4.89,,,
T,2022-01-21 08:44:35,48.279425658,8.846510537,532.0,15.6,0.3,4.715,4.34,,,
T,2022-01-21 08:44:36,48.279405667,8.846533649,532.0,10.1,0.4,4.718,2.81,,,
T,2022-01-21 08:44:38,48.279391427,8.846550111,532.0,3.6,1.0,4.720,2.00,,,
T,2022-01-21 08:44:39,48.279384955,8.846557594,532.0,3.3,1.3,4.721,0.91,,,
T,2022-01-21 08:44:47,48.279370484,8.846574323,532.2,0.9,7.8,4.723,2.03,,,
T,2022-01-21 08:45:18,48.279352511,8.846595103,532.4,0.3,8.7,4.725,2.52,,,
T,2022-01-21 08:45:19,48.279334443,8.846615992,532.4,9.1,0.9,4.728,2.54,,,
T,2022-01-21 08:45:20,48.279310251,8.846643959,532.4,12.2,1.0,4.731,3.40,,,
T,2022-01-21 08:45:21,48.279282829,8.846675661,532.5,13.9,1.3,4.735,3.85,,,
T,2022-01-21 08:45:22,48.279248103,8.846715807,532.6,17.6,1.4,4.740,4.88,,,
T,2022-01-21 08:45:23,48.279211171,8.846758501,532.6,18.7,1.7,4.745,5.19,,,
T,2022-01-21 08:45:24,48.279185093,8.846829690,532.8,21.7,1.8,4.751,6.03,,,
T,2022-01-21 08:45:25,48.279134334,8.846868410,532.9,22.8,2.0,4.757,6.33,,,
T,2022-01-21 08:45:26,48.279093057,8.846933460,533.0,24.0,2.2,4.764,6.66,,,
T,2022-01-21 08:45:27,48.279050107,8.847003469,533.2,25.4,2.2,4.771,7.06,,,
T,2022-01-21 08:45:28,48.279007663,8.847076644,533.4,25.9,2.4,4.778,7.20,,,
T,2022-01-21 08:45:29,48.278964076,8.847154568,533.5,27.2,2.4,4.786,7.55,,,
T,2022-01-21 08:45:30,48.278925388,8.847227815,533.7,25.0,2.9,4.793,6.93,,,
T,2022-01-21 08:45:31,48.278888167,8.847298286,534.0,24.0,3.2,4.799,6.67,,,
T,2022-01-21 08:45:32,48.278861758,8.847378707,534.2,23.9,3.4,4.806,6.65,,,
T,2022-01-21 08:45:33,48.278820848,8.847442365,534.4,23.6,3.5,4.813,6.56,,,
T,2022-01-21 08:45:34,48.278780088,8.847508823,534.7,24.1,3.6,4.819,6.70,,,
T,2022-01-21 08:45:35,48.278741783,8.847579262,534.9,24.3,3.6,4.826,6.74,,,
T,2022-01-21 08:45:36,48.278723477,8.847671173,535.1,25.6,2.7,4.833,7.12,,,
T,2022-01-21 08:45:37,48.278694562,8.847757594,535.2,25.8,2.0,4.840,7.18,,,
T,2022-01-21 08:45:38,48.278665231,8.847845259,535.3,26.2,1.2,4.848,7.28,,,
T,2022-01-21 08:45:39,48.278637659,8.847927667,535.4,24.6,1.0,4.854,6.84,,,
T,2022-01-21 08:45:40,48.278610070,8.848010123,535.5,24.6,1.1,4.861,6.85,,,
T,2022-01-21 08:45:41,48.278584505,8.848096083,535.5,25.1,1.3,4.868,6.98,,,
T,2022-01-21 08:45:42,48.278557594,8.848186554,535.6,26.5,1.4,4.876,7.35,,,
T,2022-01-21 08:45:43,48.278534061,8.848278064,535.8,26.2,1.8,4.883,7.28,,,
T,2022-01-21 08:45:44,48.278511755,8.848365136,536.0,24.9,2.5,4.890,6.92,,,
T,2022-01-21 08:45:45,48.278491151,8.848445565,536.2,23.0,3.3,4.896,6.39,,,
T,2022-01-21 08:45:46,48.278471773,8.848521204,536.4,21.6,3.7,4.902,6.01,,,
T,2022-01-21 08:45:47,48.278452673,8.848595764,536.6,21.3,3.8,4.908,5.93,,,
T,2022-01-21 08:45:48,48.278429516,8.848671656,536.8,22.3,3.8,4.914,6.19,,,
T,2022-01-21 08:45:49,48.278407713,8.848750741,537.0,22.9,3.0,4.921,6.35,,,
T,2022-01-21 08:45:50,48.278377355,8.848838458,537.1,26.4,1.4,4.928,7.33,,,
T,2022-01-21 08:45:51,48.278326763,8.848898880,537.1,25.9,0.1,4.935,7.19,,,
T,2022-01-21 08:45:52,48.278294879,8.848972589,537.0,23.5,-1.6,4.942,6.52,,,
T,2022-01-21 08:45:53,48.278256268,8.849045239,536.9,24.8,-2.8,4.949,6.89,,,
T,2022-01-21 08:45:54,48.278204242,8.849106432,536.6,26.5,-3.9,4.956,7.36,,,
T,2022-01-21 08:45:55,48.278144490,8.849163619,536.2,28.4,-4.5,4.964,7.88,,,
T,2022-01-21 08:45:56,48.278078330,8.849204767,535.8,28.7,-5.4,4.972,7.97,,,
T,2022-01-21 08:45:57,48.278009893,8.849237391,535.3,28.7,-5.7,4.980,7.99,,,
T,2022-01-21 08:45:58,48.277940010,8.849270920,534.9,29.4,-5.6,4.988,8.16,,,
T,2022-01-21 08:45:59,48.277876079,8.849300721,534.4,26.8,-6.2,4.995,7.44,,,
T,2022-01-21 08:46:00,48.277819151,8.849301783,533.9,22.8,-7.3,5.002,6.33,,,
T,2022-01-21 08:46:01,48.277764076,8.849302749,533.5,22.0,-6.8,5.008,6.12,,,
T,2022-01-21 08:46:02,48.277707308,8.849307896,533.2,22.8,-6.0,5.014,6.32,,,
T,2022-01-21 08:46:03,48.277657596,8.849310420,532.8,19.9,-6.6,5.020,5.53,,,
T,2022-01-21 08:46:04,48.277620943,8.849307406,532.4,14.7,-8.6,5.024,4.08,,,
T,2022-01-21 08:46:05,48.277595886,8.849312727,532.1,10.1,-11.5,5.027,2.81,,,
T,2022-01-21 08:46:06,48.277570944,8.849313285,531.8,10.0,-11.0,5.029,2.77,,,
T,2022-01-21 08:46:07,48.277543389,8.849313418,531.5,11.0,-9.2,5.032,3.06,,,
T,2022-01-21 08:46:08,48.277526393,8.849339163,531.3,9.7,-9.8,5.035,2.69,,,
T,2022-01-21 08:46:10,48.277512150,8.849358585,530.8,3.9,-21.8,5.037,2.14,,,
T,2022-01-21 08:46:17,48.277492479,8.849375130,529.8,1.3,-38.9,5.040,2.51,,,
T,2022-01-21 08:46:18,48.277420473,8.849303361,529.7,34.6,-0.8,5.049,9.62,,,
T,2022-01-21 08:46:19,48.277363121,8.849302274,529.7,23.0,-1.2,5.056,6.38,,,
T,2022-01-21 08:46:20,48.277294102,8.849294814,529.6,27.7,-0.9,5.063,7.69,,,
T,2022-01-21 08:46:21,48.277209846,8.849298693,529.5,33.7,-0.6,5.073,9.37,,,
T,2022-01-21 08:46:22,48.277115207,8.849324212,529.5,38.5,-0.5,5.084,10.69,,,
T,2022-01-21 08:46:23,48.277019998,8.849378867,529.4,40.8,-0.6,5.095,11.34,,,
T,2022-01-21 08:46:24,48.276929247,8.849455097,529.3,41.6,-0.9,5.106,11.57,,,
T,2022-01-21 08:46:25,48.276825406,8.849480742,529.2,42.1,-1.4,5.118,11.70,,,
T,2022-01-21 08:46:26,48.276715672,8.849492474,528.9,44.0,-2.4,5.130,12.23,,,
T,2022-01-21 08:46:27,48.276608463,8.849510252,528.5,43.2,-3.1,5.142,11.99,,,
T,2022-01-21 08:46:28,48.276501022,8.849492154,528.1,43.3,-3.1,5.154,12.02,,,
T,2022-01-21 08:46:29,48.276391625,8.849473726,527.8,44.1,-2.6,5.167,12.24,,,
T,2022-01-21 08:46:30,48.276286152,8.849443746,527.5,43.0,-2.2,5.179,11.94,,,
T,2022-01-21 08:46:31,48.276184143,8.849411665,527.3,41.7,-1.9,5.190,11.59,,,
T,2022-01-21 08:46:32,48.276082136,8.849401130,527.2,40.9,-1.4,5.202,11.37,,,
T,2022-01-21 08:46:33,48.275989208,8.849360571,527.0,38.7,-1.1,5.212,10.76,,,
T,2022-01-21 08:46:34,48.275898500,8.849329691,526.9,37.2,-1.2,5.223,10.34,,,
T,2022-01-21 08:46:35,48.275808341,8.849295253,526.8,37.2,-1.1,5.233,10.35,,,
T,2022-01-21 08:46:36,48.275727423,8.849243518,526.7,35.2,-0.9,5.243,9.78,,,
T,2022-01-21 08:46:37,48.275644742,8.849205805,526.6,34.6,-0.9,5.252,9.61,,,
T,2022-01-21 08:46:38,48.275561088,8.849167648,526.5,35.0,-0.8,5.262,9.72,,,
T,2022-01-21 08:46:39,48.275468716,8.849151072,526.5,37.2,-0.9,5.272,10.34,,,
T,2022-01-21 08:46:40,48.275383371,8.849109967,526.4,35.9,-0.5,5.282,9.97,,,
T,2022-01-21 08:46:41,48.275299225,8.849068766,526.4,35.4,-0.1,5.292,9.84,,,
T,2022-01-21 08:46:42,48.275216186,8.849032503,526.4,34.6,0.2,5.302,9.62,,,
T,2022-01-21 08:46:43,48.275137366,8.848994531,526.4,33.1,0.1,5.311,9.21,,,
T,2022-01-21 08:46:44,48.275068280,8.848934512,526.4,32.0,-0.3,5.320,8.88,,,
T,2022-01-21 08:46:45,48.274997456,8.848899380,526.3,29.9,-0.7,5.328,8.30,,,
T,2022-01-21 08:46:46,48.274926815,8.848864064,526.3,29.8,-0.9,5.337,8.28,,,
T,2022-01-21 08:46:47,48.274858262,8.848829536,526.2,29.0,-0.5,5.345,8.04,,,
T,2022-01-21 08:46:48,48.274790528,8.848795422,526.2,28.6,-0.1,5.353,7.95,,,
T,2022-01-21 08:46:49,48.274723248,8.848760534,526.2,28.5,0.2,5.360,7.92,,,
T,2022-01-21 08:46:50,48.274654817,8.848727661,526.3,28.8,0.3,5.368,7.99,,,
T,2022-01-21 08:46:51,48.274583872,8.848693773,526.3,29.8,-0.0,5.377,8.28,,,
T,2022-01-21 08:46:52,48.274513134,8.848660181,526.2,29.7,-0.4,5.385,8.25,,,
T,2022-01-21 08:46:53,48.274440547,8.848625852,526.2,30.5,-0.7,5.393,8.46,,,
T,2022-01-21 08:46:54,48.274367027,8.848592669,526.1,30.7,-0.9,5.402,8.54,,,
T,2022-01-21 08:46:55,48.274292581,8.848559069,526.0,31.1,-0.6,5.411,8.65,,,
T,2022-01-21 08:46:56,48.274218140,8.848525471,526.0,31.1,-0.1,5.419,8.65,,,
T,2022-01-21 08:46:57,48.274148187,8.848492942,526.0,29.3,0.3,5.427,8.14,,,
T,2022-01-21 08:46:58,48.274078630,8.848460631,526.1,29.2,0.3,5.436,8.10,,,
T,2022-01-21 08:46:59,48.274008599,8.848428714,526.1,29.3,-0.1,5.444,8.14,,,
T,2022-01-21 08:47:00,48.273941555,8.848398136,526.0,28.1,-0.5,5.451,7.79,,,
T,2022-01-21 08:47:01,48.273875794,8.848367213,526.0,27.6,-0.8,5.459,7.66,,,
T,2022-01-21 08:47:02,48.273812042,8.848337234,525.9,26.7,-0.9,5.467,7.43,,,
T,2022-01-21 08:47:03,48.273749869,8.848307998,525.8,26.1,-0.6,5.474,7.25,,,
T,2022-01-21 08:47:04,48.273687467,8.848278654,525.8,26.2,-0.2,5.481,7.27,,,
T,2022-01-21 08:47:05,48.273627161,8.848250296,525.8,25.3,0.2,5.488,7.03,,,
T,2022-01-21 08:47:06,48.273569773,8.848222195,525.9,24.2,0.5,5.495,6.71,,,
T,2022-01-21 08:47:07,48.273514364,8.848195012,525.9,23.3,0.1,5.501,6.48,,,
T,2022-01-21 08:47:08,48.273463285,8.848168778,525.9,21.6,-0.3,5.507,6.00,,,
T,2022-01-21 08:47:09,48.273411851,8.848141551,525.8,21.8,-0.6,5.513,6.07,,,
T,2022-01-21 08:47:10,48.273362775,8.848115572,525.8,20.8,-0.9,5.519,5.79,,,
T,2022-01-21 08:47:11,48.273319890,8.848092870,525.7,18.2,-1.2,5.524,5.06,,,
T,2022-01-21 08:47:12,48.273283202,8.848073449,525.7,15.6,-1.1,5.529,4.33,,,
T,2022-01-21 08:47:13,48.273249615,8.848056702,525.6,14.2,-0.6,5.532,3.94,,,
T,2022-01-21 08:47:14,48.273221433,8.848042839,525.6,11.9,-0.1,5.536,3.30,,,
T,2022-01-21 08:47:15,48.273199312,8.848031957,525.7,9.3,0.6,5.538,2.59,,,
T,2022-01-21 08:47:16,48.273181190,8.848023043,525.7,7.6,1.2,5.540,2.12,,,
T,2022-01-21 08:47:17,48.273169840,8.848017459,525.7,4.8,2.1,5.542,1.33,,,
T,2022-01-21 08:47:27,48.273151907,8.848008638,525.9,0.8,6.8,5.544,2.10,,,
T,2022-01-21 08:47:32,48.273144219,8.848004856,525.8,0.6,-6.9,5.545,0.90,,,
T,2022-01-21 08:47:45,48.273118770,8.847992337,525.7,0.8,-2.9,5.548,2.98,,,
T,2022-01-21 08:47:46,48.273101529,8.847983856,525.7,7.3,0.2,5.550,2.02,,,
T,2022-01-21 08:47:47,48.273080812,8.847973665,525.7,8.7,0.7,5.552,2.42,,,
T,2022-01-21 08:47:48,48.273052446,8.847959711,525.8,12.0,1.0,5.556,3.32,,,
T,2022-01-21 08:47:49,48.273018352,8.847942939,525.8,14.4,0.7,5.560,3.99,,,
T,2022-01-21 08:47:50,48.272977871,8.847923026,525.8,17.1,0.6,5.564,4.74,,,
T,2022-01-21 08:47:51,48.272925410,8.847898279,525.9,22.0,0.5,5.570,6.12,,,
T,2022-01-21 08:47:52,48.272870165,8.847877952,526.0,22.8,1.6,5.577,6.33,,,
T,2022-01-21 08:47:53,48.272813836,8.847874937,526.1,22.6,1.8,5.583,6.27,,,
T,2022-01-21 08:47:54,48.272755320,8.847842896,526.2,24.9,1.8,5.590,6.93,,,
T,2022-01-21 08:47:55,48.272694953,8.847815039,526.3,25.3,1.9,5.597,7.02,,,
T,2022-01-21 08:47:56,48.272632282,8.847763741,526.5,28.6,1.8,5.605,7.94,,,
T,2022-01-21 08:47:57,48.272559236,8.847728561,526.6,30.7,1.8,5.613,8.53,,,
T,2022-01-21 08:47:58,48.272480368,8.847689802,526.8,33.2,1.7,5.623,9.23,,,
T,2022-01-21 08:47:59,48.272398528,8.847649557,526.9,34.5,1.8,5.632,9.58,,,
T,2022-01-21 08:48:00,48.272314144,8.847608057,527.1,35.6,1.9,5.642,9.88,,,
T,2022-01-21 08:48:01,48.272227488,8.847565226,527.3,36.5,2.0,5.652,10.15,,,
T,2022-01-21 08:48:02,48.272141822,8.847525950,527.5,35.9,2.1,5.662,9.96,,,
T,2022-01-21 08:48:03,48.272053408,8.847485414,527.7,37.0,1.6,5.672,10.28,,,
T,2022-01-21 08:48:04,48.271961827,8.847443415,527.8,38.3,1.0,5.683,10.65,,,
T,2022-01-21 08:48:05,48.271871622,8.847402409,527.9,37.7,0.5,5.694,10.48,,,
T,2022-01-21 08:48:06,48.271778822,8.847360304,527.9,38.8,0.6,5.704,10.78,,,
T,2022-01-21 08:48:07,48.271683405,8.847317012,528.0,39.9,0.8,5.715,11.09,,,
T,2022-01-21 08:48:08,48.271584520,8.847269970,528.1,41.5,1.0,5.727,11.54,,,
T,2022-01-21 08:48:09,48.271487841,8.847221748,528.2,40.8,0.8,5.738,11.33,,,
